name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
New York Therapeutic,Serendipity II,944 Bedford Avenue,,Brooklyn,11205,718-802-0572 23,http://www.staynout.org,40.6924980559409,-73.9556900686323,,,1,1,1,1,,,1,1,1,,1,1,1,,,,1
New York Therapeutic Communities Inc,NYC DOP/CD Outpatient Clinic,2071 Fulton Street,,Brooklyn,11233,347-770-8650-206,http://www.staynout.org,40.678556,-73.910118,1,,1,1,1,,,,,,,,1,1,1,1,,,
New York Therapeutic Communities Inc,Probation Ambulatory Program/Queens,162-24 Jamaica Avenue,Lower Level,Jamaica,11435,718-657-2021,http://www.staynout.org,40.704325,-73.796957,1,,,1,1,1,,,,,,,1,1,1,,,,
New York University Medical Center,Psychiatric Department,1st Park Avenue,,New York,10016,212-263-7419,http://psych.med.nyu.edu/patient-care/inpatient-services,40.743345,-73.974079,,1,,1,,1,,1,1,,,,,1,1,1,1,1,
North Central Bronx Hospital,Psychiatric Outpatient Department,3424 Kossuth Avenue,,Bronx,10467,718-519-3440,,40.880814,-73.881404,,,1,1,1,1,1,1,,1,,,,1,1,1,1,1,
Ohel Childrens Home Family Servs Inc,Female Residence,5211 Fort Hamilton Parkway,,Brooklyn,11219,718-972-1377,,40.636548,-73.999863,,1,1,1,,,,,,,,,,1,,,,,1
Outreach Development IR,,1614 Weirfield Street,,Ridgewood,11385,718-456-7820,http://www.opiny.org,40.700103,-73.905692,,,,,,1,,,,,,1,,,,,,,1
PSCH Inc,Westchester Square Mental Hlth Clinic,2510 Westchester Avenue,2nd Floor,Bronx,10461,718-824-2790,http://www.psch.org,40.839247,-73.843407,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,
Phoenix House Jack Aron Center,Riverside Community Residential,164 West 74th Street,,New York,10023,212-595-5810,http://www.phoenixhouse.org,40.77955,-73.980238,1,1,1,1,,1,,1,,,,,1,1,,,1,,1
Pibly Residential Programs Inc,Pibly Supp HsgBronx NY/NY II ComServs,2415 Westchester Avenue,,Bronx,10461,718-863-4100-,http://www.pibly.org,40.837525,-73.846037,,1,,1,1,1,,,,,,,1,1,1,,,,
Project Hospitality Inc,Crisis Services Medically Monitored,75 Vanderbilt Avenue,,Staten Island,10310,718-444-3293,,40.622576,-74.075613,1,,,,1,,,1,,,,,,1,1,,1,,1
Project Renewal,Recovery Center/Outpt Chem Dep Clinic,8 East 3rd Street,,New York,10003,212-533-8400x153,http://www.projectrenewal.org,40.725833,-73.991007,1,,1,1,1,,,,,,,,1,1,1,,,,
Queens Cnty Neuropsychiatric Institute,Institute,3764 72nd Street,,Jackson Heights,11372,718-335-3434,http://mental-health-facilities.healthgrove.com,40.746828,-73.893911,1,1,1,1,,,,,,,,1,1,1,1,,,,
Reality House Veterans CR,,813 Astoria Boulevard,,Astoria,11102,212-281-6004,http://www.realityhouseny.com,40.772747,-73.931841,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,,1
Realization Center Inc OP 1,,175 Remsen Street,2nd Floor,Brooklyn,11201,718-342-6700,http://www.realizationcenternyc.com,40.693496,-73.99137,1,1,,1,,1,,,,,,1,,1,,,1,,
Richmond Medical Ctr DBA Richmond UMC,West Brighton Clinic,690 Castleton Avenue,,Staten Island,10310,718-876-4040,http://www.rumcsi.org,40.63449,-74.105791,,1,1,1,,1,,,,,,,1,1,1,1,,,
Riverdale Mental Health Assoc (RMHA),Community Residence,640 West 232nd Street,,Bronx,10463,718-884-2900,http://rmha.org/parachute,40.884509,-73.914328,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,1
Riverdale Mental Health Assoc Inc,CD Outpatient,5676 Riverdale Avenue,,Bronx,10471,718-796-5300,http://www.rmha.org,40.906261,-73.903697,1,1,1,1,1,1,,,,,,1,1,1,1,,,,
SAFE Foundation OP,,255 Avenue W,,Brooklyn,11223,866-569-7233-315,http://www.thesafefoundation.org,40.592559,-73.973576,1,,1,1,,1,,,,,1,,1,1,1,,,,
Saint Barnabas Hosp/Fordham Tremont,CMHC Clinical Recovery Division,260 East 188th Street,,Bronx,10458,718-960-3190,http://www.fordhamtremont.org,40.860773,-73.895808,,,1,1,,1,1,1,,1,,1,1,1,1,,1,,
Saint Barnabas Hospital,Chemical Dependency MMD,183rd Street and 3rd Avenue,,Bronx,10457,718- 960-6170,http://www.stbarnabashospital.org/,40.824385,-73.810236,,,1,1,,1,1,1,,,1,,1,1,1,,1,1,
Saint Vincents Services Inc,Outpatient Chemical Dependency Program,8931 161st Street,4th Floor,Jamaica,11432,718- 206-0218,http://svs.org,40.7056,-73.799147,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,
Samaritan Daytop Village,Outpatient,2614-16 Halperin Avenue,,Bronx,10461,718-518-9007,http://www.daytop.org,40.842954,-73.843873,,,,1,1,1,,,,,,1,1,1,1,1,,,
Samaritan Village Inc,Drug Free Outpatient,14410 Jamaica Avenue,,Jamaica,11435,718-206-1990,http://www.samaritanvillage.org,40.707693,-73.787273,1,1,,1,,,,,,,1,,1,1,1,,,,
Samaritan Village Inc,Drug Residential Treatment Program,327 West 43rd Street,,New York,10036,212-333-5445,http://www.samaritanvillage.org,40.7581771549998,-73.9900527503466,,,,1,1,,1,1,1,1,1,1,1,1,1,,1,,1
Samaritan Village Inc,Ed Thompson Veterans Center,130-15 89th Road,,Richmond Hill,11418,718-849-3582-8850,http://www.samaritanvillage.org,40.699896,-73.820517,1,1,1,1,1,1,,1,,,,,1,1,1,1,1,,1
Samaritan Village Inc,Residential Drug Free Program,1381 University Avenue,,Bronx,10452,718-681-9300,http://www.samaritanvillage.org,40.8426939157895,-73.9256850476084,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1
Samaritan Village Inc,Residential Drug Free Program,8883 Van Wyck Expressway,,Jamaica,11435,718-657-8729,http://www.samaritanvillage.org,40.705778,-73.817873,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1
Samaritan Village Inc,Young Mothers/Infants/Toddlers,119 West 106th Street,,New York,10025,212-222-5285,,40.799869,-73.963611,,,,1,1,1,1,1,1,1,,,,1,,1,1,,1
Samaritan Village Inc,,68 West 106th Street,,New York,10025,646-790-7364,,40.798779,-73.962519,1,1,1,1,,1,,1,,1,,,1,1,1,1,1,,1
Service Program for Older People Inc,,302 West 91st Street,,New York,10024,212-787-7120,http://spop.org,40.792151,-73.976074,,1,1,1,1,1,,,,,,,,1,1,1,,,
South Beach Psychiatric Center,South Richmond/OP and Day Treatment,777 Seaview Avenue,,Staten Island,10305,718-667-2300,,40.582822,-74.078663,,,1,1,,1,,,,,,,1,1,1,1,,,
South Brooklyn Medical Admin Servs,South Brooklyn Med Servs/MMTP Clinic,685 3rd Avenue,,Brooklyn,11232,718-788-2594-117,,40.663848,-73.997094,1,,,1,,,,,,,,,,1,1,,,,
St Vincent Hosp/Div St Joseph Med Ctr,Saint Martin de Porres Location,480 Alabama Avenue,,Brooklyn,11207,718-485-3400-103,http://www.svwsjmc.org,40.664073,-73.897099,1,,,1,,,,,1,1,,,1,1,,,,,
Steinway Child and Family Services Inc,Courtlandt Avenue Clinic,522 Courtlandt Avenue,,Bronx,10451,718-585-2153,http://www.steinway.org,40.815964,-73.919801,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Stuyvesant Square Chemical Dependency,Treatment Program IP,10 Nathan D Perlman Place,3rd Floor,New York,10003,212-420-4220,http://www.wehealny.org/services/bi_stuysq/,40.732254,-73.987411,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,
The PAC Program of the Bronx Inc OP,,1215-1217 Stratford Avenue,,Bronx,10472,718-328-2605,http://www.thepacprogram.com,40.829759,-73.875872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,
The Resource Training Center Inc,Resource Counseling Center Inc OP,449 39th Street,2nd and 4th Floors,Brooklyn,11232,718-871-2400,http://www.ResourceCounselingNY.org,40.651987,-74.004662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Turning Point Brooklyn Inc OP,Exodus,5220 4th Avenue,1st Floor,Brooklyn,11220,718-360-8147,http://www.tpbk.org,40.645128,-74.014453,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,,
Unitas OP,,57 Saint Marks Place,1st 2nd and 3rd Floors,New York,10003,212-982-3470,http://www.unitas-nyc.org,40.728307,-73.986378,1,1,1,1,1,1,,,,,1,1,1,1,1,1,,,
Upper Manhattan MH Center Inc,Aka the Emma Case Management BCM,215-217 West 135th Street,,New York,10030,212-694-3500-11,http://www.bowencsc.org/,40.816018,-73.944676,,,1,1,,1,1,,,1,,,1,1,1,1,,,
VA NY Harbor Healthcare System,Chapel Street Veterans Healthcare Ctr,40 Flatbush Avenue,Floor 8,Brooklyn,11201,718-439-4300,,40.697474,-73.985357,,,,,,1,1,1,,1,,,1,1,1,,1,,
VIDA CLINIC,,4419 3rd Avenue,,Bronx,10457,718-364-7700x5213,http://comunilife.org,40.851994,-73.893253,,1,1,1,,1,,,,,,1,1,1,1,,,,
Visiting Nurse Service of New York,Friends Clinic,489-493 East 153rd Street,,Bronx,10455,718-742-7000,,40.81844,-73.913821,,1,,1,,1,1,,,,,1,1,1,1,1,,,
West Midtown Medical  Group,DBA West Midtown Medical Group,311 West 35th Street,,New York,10001,212-736-5900,http://westmidtownmedicalgroup.net,40.75312,-73.993567,,,1,1,1,1,1,,,1,,,1,1,,1,,,
William A White Institute,Clinic Services,20 West 74th Street,,New York,10023,212-873-0725-26,http://wawhite.org,40.777878,-73.97609,,1,,,1,1,1,,,,,1,1,1,1,,,,
Womens Center for SA and Wellness OP,,391 East 149th Street,6th Floor,Bronx,10455,718-402-0066,http://www.winnyc.org,40.816455,-73.918058,1,,1,1,,,,,,,1,,1,1,,,,,
YMCA of Greater New York,,285 Vanderbilt Avenue,,Staten Island,10304,718-981-4382,http://www.ymcanyc.org/si-counseling,40.618185,-74.080681,1,,1,,1,1,,,,,,,1,1,1,1,,,
